race	class	benefit	source	url
Half-Elves	Bloodrager	Increase the bonus gained from blood sanctuary by 1/4.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Brawler	Add 1 to the brawler’s CMD when she’s resisting a trip or overrun combat maneuver.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Cavalier	Add +1 foot to the cavalier's mount's base speed. This option has no effect unless the cavalier has selected it 5 times (or another increment of 5); a speed of 54 feet is effectively a speed of 50 feet, for example. If the cavalier ever replaces his mount, the new companion gains this base speed bonus.	Advanced Race Guide pg. 42	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Cleric	Add +1/3 to the amount of damage dealt or damage healed when the cleric uses channel energy.	Advanced Race Guide pg. 42	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Cleric	Add a +1/4 bonus on caster level checks to remove afflictions (curses, diseases, poisons, etc.).	Horror Adventures pg. 40	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Druid	Select one cleric domain power at 1st level that is normally usable a number of times per day equal to 3 + the druid's Wisdom modifier. The druid adds +1/2 to the number of uses per day of that domain power. For druids whose nature bond gives them an animal companion, add +1 skill rank to the animal companion. If the druid ever replaces her animal companion, the new companion gains these bonus skill ranks.	Advanced Race Guide pg. 42, Advanced Player's Guide pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Fighter	Add +1 to the fighter's CMD when resisting a disarm or overrun combat maneuver.	Advanced Race Guide pg. 43, Advanced Player's Guide pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Gunslinger	Add +1/4 to the number of grit points in the gunslinger's grit pool.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Hunter	Add 1 foot to the hunter’s companion’s base speed. In combat, this has an effect only for every five increases in base speed.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Inquisitor	Add +1/4 to the number of times per day the inquisitor can change her most recent teamwork feat.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Investigator	Gain a +1/4 bonus on all inspiration rolls.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Kineticist	Gain a +1/4 bonus on damage rolls that apply the kineticist’s elemental overflow bonus.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Magus	Add +1/4 to the magus's arcane pool.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Medium	Gain a +1/3 bonus on all skill checks using occult skill unlocks.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Mesmerist	When casting mesmerist enchantment spells, add 1/2 to the effective caster level of the spell, but only to determine the spell’s duration.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Monk	Add +1/2 on Escape Artist checks and on Acrobatics checks to cross narrow surfaces.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Occultist	Gain a +1/2 bonus on Spellcraft checks to identify the properties of magic items and a +1/2 bonus on Use Magic Device checks to emulate a race.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Oracle	Add one spell known from the oracle spell list. This spell must be at least one level below the highest spell level the oracle can cast.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Oracle	Select one revelation normally usable a number of times per day equal to 3 + the oracle’s Charisma modifier. Add 1/2 to the number of uses per day of that revelation.	Horror Adventures pg. 40	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Paladin	Add +1 foot to the size of all the paladin's aura class features. This option has no effect unless the paladin has selected it 5 times (or another increment of 5); an aura of 14 feet is effectively the same as a 10-foot aura, for example.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Psychic	Gain 1/6 of a new phrenic amplification.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Ranger	Add +1 skill rank to the ranger's animal companion. If the ranger ever replaces his companion, the new companion gains these bonus skill ranks.	Advanced Race Guide pg. 43, Advanced Player's Guide pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Ranger	The duration of the ranger’s companion bond increases by 1 round.	Horror Adventures pg. 40	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Rogue	Add a +1/2 bonus on Bluff checks to feint and Diplomacy checks to gather information.	Advanced Race Guide pg. 43, Advanced Player's Guide pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Shaman	Add one spell from the cleric spell list that isn’t on the shaman spell list to the list of spells the shaman knows. This spell must be at least 1 level below the highest spell level the shaman can cast.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Shifter	Add a +1/2 bonus on Survival checks to get along in the wild, to avoid getting lost, and to avoid all natural hazards.	Ultimate Wilderness pg. 31	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Skald	Increase the skald’s total number of raging song rounds per day by 1.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Slayer	Gain a +1/2 bonus on Bluff checks to feint and Diplomacy checks to gain information.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Sorcerer	Select one bloodline power at 1st level that is normally usable a number of times per day equal to 3 + the sorcerer's Charisma modifier. The sorcerer adds +1/2 to the number of uses per day of that bloodline power.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Spiritualist	Add 1 skill rank to the spiritualist’s phantom.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Summoner	Add +1/4 to the eidolon's evolution pool.	Advanced Race Guide pg. 43, Advanced Player's Guide pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Swashbuckler	Increase the number of times per day the swashbuckler can use charmed life by 1/4.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Vigilante	Gain +1/2 on the Disguise bonus from seamless guise.	Ultimate Intrigue pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Warpriest	Gain a +1/3 bonus on the damage dealt or healed with the warpriest’s channel energy ability.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Witch	Add one spell from the witch spell list to the witch's familiar. This spell must be at least one level below the highest spell level she can cast. If the witch ever replaces her familiar, the new familiar knows these bonus spells.	Advanced Race Guide pg. 43, Advanced Player's Guide pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Wizard	When casting wizard enchantment spells, add +1/3 to the effective caster level of the spell, but only to determine the spell's duration.	Advanced Race Guide pg. 43	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Orcs	Alchemist	Add +1/2 to the alchemist's bomb damage.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Alchemist	Gain a +1/2 bonus on Strength checks to break objects and on sunder combat maneuver checks when under the effects of a mutagen that increases the alchemist’s Strength or Constitution score.	Horror Adventures pg. 40	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Arcanist	Gain a +1 bonus on concentration checks made due to taking damage while casting arcanist spells.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Barbarian	Add +1 to the barbarian's total number of rage rounds per day.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Bard	Add +1 to the bard's total number of bardic performance rounds per day.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Bard	Gain a +1/2 bonus on Bluff checks to pass secret messages, Sense Motive checks to discern secret messages, and Linguistic checks to decipher unusual handwriting.	Horror Adventures pg. 40	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Bloodrager	Increase the bloodrager’s total number of bloodrage rounds per day by 1.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Brawler	Add 1/4 to the brawler’s effective level to determine her unarmed strike damage.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Cavalier	Add +1 hit point to the cavalier's mount companion. If the cavalier ever replaces his mount, the new mount gains these bonus hit points.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Cleric	Select one domain power granted at 1st level that is normally usable a number of times per day equal to 3 + the cleric's Wisdom modifier. The cleric adds +1/2 to the number of uses per day of that domain power.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Druid	Add +1/3 to the druid's natural armor bonus when using wild shape.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Fighter	Add a +2 bonus on rolls to stabilize when dying.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Fighter	The fighter gains 1/2 point of DR/— against nonlethal damage (maximum DR 10/—).	Horror Adventures pg. 40	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Gunslinger	Add a +1/3 bonus on attack rolls when using the pistol whip deed.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Hunter	Add 1 hit point to the hunter’s animal companion. If the hunter replaces his animal companion, the new animal companion gains these bonus hit points.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Inquisitor	Add a +1/2 bonus on Intimidate checks and Knowledge checks to identify creatures.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Investigator	Gain a +1/3 bonus on critical hit confirmation rolls made while using studied combat (maximum bonus of +5). This bonus does not stack with those gained through Critical Focus and similar effects.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Kineticist	Gain a +1/3 bonus on fire element blast damage rolls that both deal fire damage and apply the kineticist’s elemental overflow bonus.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Magus	Add +1/2 point of fire damage to spells that deal fire damage cast by the magus.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Medium	When gaining a taboo, the medium can use spirit surge without incurring influence an additional 1/4 time per day.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Mesmerist	Increase the mesmerist’s bonus damage from painful stare by 1/2 point.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Monk	Add +1 to the monk's CMD when resisting a grapple and +1/2 to the number of stunning attacks he can attempt per day.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Occultist	Deal an additional 1/2 point of damage with focus powers.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Oracle	Add one spell known from the oracle spell list. This spell must be at least one level below the highest spell level the oracle can cast.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Paladin	Add +1/3 on critical hit confirmation rolls made while using smite evil (maximum bonus of +5). This bonus does not stack with Critical Focus.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Psychic	Gain a +1 bonus on concentration checks required because of taking damage while casting spells from the psychic class.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Ranger	Add +1 hit point to the ranger’s animal companion. If the ranger ever replaces his animal companion, the new animal companion gains these bonus hit points.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Rogue	Add +1/3 on critical hit confirmation rolls made while using sneak attack (maximum bonus of +5). This bonus does not stack with Critical Focus.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Shaman	Add one spell from the cleric spell list that isn’t on the shaman spell list to the list of spells the shaman knows. This spell must be at least 1 level below the highest spell level the shaman can cast.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Shifter	Add a +1/3 bonus on critical hit confirmation rolls when using shifter claws (maximum bonus of +5). This bonus does not stack with Critical Focus.	Ultimate Wilderness pg. 31	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Skald	Increase the skald’s total number of raging song rounds per day by 1.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Slayer	Gain a +1/3 bonus on critical hit confirmation rolls made while using sneak attack (maximum bonus of +5). This bonus doesn’t stack with those gained through Critical Focus and similar effects.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Sorcerer	Add +1/2 point of fire damage to spells that deal fire damage cast by the sorcerer.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Spiritualist	Add 1 hit point to the spiritualist’s phantom.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Summoner	Add +1 hit point to the summoner’s eidolon.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Swashbuckler	Gain a +1/3 bonus on all critical hit confirmation rolls made while using the precise strike deed (maximum bonus of +5). This bonus doesn’t stack with those gained through Critical Focus and similar effects.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Vigilante	Add 1/2 to the DC increase from unshakable.	Ultimate Intrigue pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Warpriest	Gain a +2 bonus on rolls to stabilize when dying.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Witch	Add +1 skill rank to the witch’s familiar. If the half-orc ever replaces her familiar, the new familiar gains these bonus skill ranks.	Advanced Race Guide pg. 53, Advanced Player's Guide pg. 19	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Half-Orcs	Wizard	Add a +1 bonus on concentration checks made due to taking damage while casting wizard spells.	Advanced Race Guide pg. 53	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Orc
Halflings	Alchemist	Add one extract formula from the alchemist’s list to the alchemist’s formula book. This formula must be at least one level below the highest formula level the alchemist can create.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Arcanist	Gain 1/6 of a new arcanist exploit.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Barbarian	Add a +1/2 bonus to trap sense or +1/3 to the bonus from the surprise accuracy rage power.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Barbarian	Add 1 foot to the range increment of thrown weapons the barbarian wields. This option has no effect unless the barbarian has selected it 5 times (or another increment of 5).	Horror Adventures pg. 41	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Bard	Add +1/2 on Bluff checks to pass secret messages, +1/2 on Diplomacy checks to gather information, and +1/2 on Disguise checks to appear as an elven, half-elven, or human child.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Bloodrager	Gain a +1/4 dodge bonus to AC while bloodraging against creatures at least one size category larger than the bloodrager.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Brawler	Gain a +1 bonus to the brawler’s CMD when resisting a grapple or overrun combat maneuver.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Cavalier	Add +1/2 to the cavalier’s effective class level for the purposes of determining the damage he deals when making an attack of opportunity against a challenged foe.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Cavalier	The cavalier’s mount gains a +1/2 bonus on saving throws against fear effects. If the cavalier ever replaces his mount, the new mount gains this bonus.	Horror Adventures pg. 41	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Cleric	Select one domain power granted at 1st level that is normally usable a number of times per day equal to 3 + the cleric’s Wisdom modifier. The cleric adds +1/2 to the number of uses per day of that domain power.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Druid	Add a +1/4 luck bonus on the saving throws of the druid’s animal companion.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Fighter	Add +1 to the fighter’s CMD when resisting a trip or grapple attempt.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Gunslinger	Add +1/4 to the dodge bonus to AC granted by the nimble class feature (maximum +2) or +1/4 to the AC bonus gained when using the gunslinger’s dodge deed.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Hunter	The hunter’s animal companion gains a +1/4 luck bonus on saving throws. If the hunter replaces her animal companion, the new animal companion gains this bonus.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Inquisitor	Add +1/4 to the number of times per day that an inquisitor can change her most recent teamwork feat.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Investigator	Add one extract formula from the investigator’s list to his formula book. This formula must be at least 1 formula level below the highest level the investigator can create.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Kineticist	Increase the capacity of the kineticist’s internal buffer by 1/6 point.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Magus	The magus gains 1/6 of a new magus arcana.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Medium	Increase the bonus the medium gains from its seance boon by 1/3 point. This doesn’t increase the bonus allies gain from shared seance.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Mesmerist	Increase the number of mesmerist tricks the mesmerist can use per day by 1/3.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Monk	Add +1 to the monk’s CMD when resisting a grapple and +1/2 to the number of stunning attacks he can attempt per day.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Monk	Gain a +1/4 bonus to CMD against trip and on damage rolls against prone targets that add the monk’s Strength modifier.	Horror Adventures pg. 41	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Occultist	Add 1/2 point of mental focus per day.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Oracle	Add +1/2 to the oracle’s level for the purpose of determining the effects of the oracle’s curse ability.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Paladin	Add +1/2 hit point to the paladin’s lay on hands ability (whether using it to heal or harm).	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Psychic	The psychic treats her Charisma bonus as 1/3 point higher for the purpose of determining the number of uses or rounds per day of her discipline powers.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Ranger	Add a +1/4 dodge bonus to Armor Class against the ranger’s favored enemies.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Rogue	Choose a weapon from the following list: sling, dagger, or any weapon with "halfling" in its name. Add a +1/2 bonus on critical hit confirmation rolls with that weapon (maximum bonus +4). This bonus does not stack with Critical Focus.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Shaman	Add 1/2 to the shaman’s effective class level for the purpose of determining her spirit animal’s natural armor adjustment, Intelligence, and special abilities.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Shifter	Increase the AC bonus from defensive instinct by 1/4 against creatures of size Large or larger.	Ultimate Wilderness pg. 31	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Skald	Choose a weapon from the following list: dagger, sling, or any weapon with the word “halfling” in its name. Add a +1/2 bonus on critical hit confirmation rolls with that weapon (maximum bonus +4). This bonus doesn’t stack with those gained through Critical Focus and similar effects.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Slayer	Add a +1/4 dodge bonus to Armor Class against the slayer’s studied target.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Sorcerer	Select one bloodline power at 1st level that is normally usable a number of times per day equal to 3 + the sorcerer’s Charisma modifier. The sorcerer adds +1/2 to the number of uses per day of that bloodline power.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Spiritualist	Add 1/4 to the number of rounds that the spiritualist’s incorporeal phantom can be out of sight and line of effect before being sent back to the Ethereal Plane.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Summoner	Add +1 skill rank to the summoner’s eidolon.	Advanced Race Guide pg. 63, Advanced Player's Guide pg. 21	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Swashbuckler	Increase the number of times the swashbuckler can use charmed life by 1/4.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Vigilante	Gain 1/6 of a new social talent.	Ultimate Intrigue pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Warpriest	Add 1/4 to the warpriest’s effective level when determining the damage of his sacred weapon.	Advanced Class Guide pg. 70	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Witch	Add +1/4 to the witch’s caster level when determining the effects of the spells granted to her by her patron.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Halflings	Wizard	Add +1/2 to the wizard’s effective class level for the purposes of determining his familiar’s natural armor adjustment, Intelligence, and special abilities.	Advanced Race Guide pg. 63	https://aonprd.com/RacesDisplay.aspx?ItemName=Halfling
Humans	Alchemist	Add one extract formula from the alchemist formula list to the character’s formula book. This formula must be at least one level below the highest formula level the alchemist can create.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Arcanist	Add one spell from the arcanist spell list to the arcanist’s spellbook. The spell must be at least 1 spell level below the highest level the arcanist can cast.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Barbarian	Add a +1/2 bonus to trap sense or +1/3 to the bonus from the superstitious rage power.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Bard	Add one spell known from the bard spell list. This spell must be at least one level below the highest spell level the bard can cast.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Bloodrager	Increase the bloodrager’s total number of bloodrage rounds per day by 1.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Brawler	Gain a +1 bonus to the brawler’s CMD when resisting two combat maneuvers of the brawler’s choice.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Cavalier	Add +1/4 to the cavalier’s banner bonus.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Cleric	Add a +1 bonus on caster level checks made to overcome the spell resistance of outsiders.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Druid	Add a +1/2 bonus on Diplomacy and Intimidate checks to change a creature’s attitude.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Fighter	Add +1 to the fighter’s CMD when resisting two combat maneuvers of the character’s choice.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Gunslinger	Add +1/4 point to the gunslinger’s grit points.	Advanced Race Guide pg. 73	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Hunter	Add 1 skill rank to the hunter’s animal companion. If the hunter replaces his animal companion, the new animal companion gains these bonus skill ranks.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Inquisitor	Add one spell known from the inquisitor spell list. This spell must be at least one level below the highest spell level the inquisitor can cast.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Inquisitor	Add a +1/2 bonus on Perception checks to see through magical disguises or pinpoint invisible creatures.	Horror Adventures pg. 41	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Investigator	Add one extract formula from the investigator’s formula list to his formula book. This formula must be at least 1 formula level below the highest level the investigator can create.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Kineticist	Gain 1/6 of an Extra Wild Talent feat.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Magus	Add +1/4 point to the magus’ arcane pool.	Advanced Race Guide pg. 73	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Medium	When gaining a taboo, the medium can use spirit surge without incurring influence an additional 1/4 time per day.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
