class	option_type	name	subtype	group	source	description	url
Druid	Druid Domain	Planes of Power pg. 7		Plane of Fire Domain	Planes of Power pg. 7	Granted Powers: You are at one with the Plane of Water, able to navigate it and weaponize it at will. In addition, you can use wild empathy to influence a creature with the water subtype if its Intelligence score is 1 or 2.<br>Aquatic Veil (Su): As a standard action, you can sheathe your body in a thin layer of water for a number of rounds equal to your Wisdom modifier. This grants you a bonus on Swim checks equal to 1/2 your druid level and allows you to breathe normally underwater. You can end the effect when delivering a touch spell to create a pseudopod of water that extends your effective reach by 5 feet for that attack. When used underwater, the pseudopod instead increases your reach by 10 feet. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Hydraulic Crush (Sp): At 8th level, you can strike an area with a pressurized blast of water in a 5-foot-radius column 30 feet tall with a range of 60 feet. Creatures in the area take 1d6 bludgeoning damage per druid level and are knocked prone. When used underwater, the radius and height double, and the effect instead creates a powerful eddy that causes affected creatures to lose their Dexterity bonus to Armor Class for 1 round instead of knocking them prone. A successful Reflex save halves the damage and prevents the secondary effect. You can use this ability once per day, plus an additional time for every 6 levels beyond 8th.<br>Alternatively, you can choose to gain a Small water elemental as a familiar, as if you possessed the Improved Familiar feat. Your effective wizard level for this ability is equal to your druid level and stacks with other classes that grant a familiar.<br>Domain Spells: 1st—touch of the seaAPG, 2nd—elemental speechAPG, 3rd—water breathing, 4th—planar adaptationAPG, 5th—solid fog (functions underwater), 6th—mass planar adaptationAPG, 7th—fluid formAPG, 8th—seamantleAPG, 9th—tsunamiAPG.	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Inner Sea Monster Codex pg. 35		Plane of Water Domain	Inner Sea Monster Codex pg. 35	Granted Powers: You sense nature’s creeping reclamation of what once belonged to the civilized world and understand how to ensure ruins that hold power or significance will persist.<br>Ruin Touch (Su): You can strengthen or weaken objects with your touch. With a melee touch attack, you can increase or decrease the hardness of an object (up to a 10-foot cube) or construct by an amount equal to half your druid level (minimum 1) for 1 minute. You cannot reduce an object’s hardness below 0, and the same target cannot be affected by this ability more than once. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Remembrance (Sp): At 4th level, when within a ruin or other structure that is no longer claimed by civilization, you can call upon the wisdom of the land and its long-dead residents. Once per day for every 4 druid levels you possess, you can cast divination as a spell-like ability. Additionally, if you are within ruins when you cast commune with nature, you gain information about the crumbling structures around you as though they were part of nature.<br>Surefooted (Ex): At 8th level, your speed is not reduced by difficult terrain unless the terrain has been magically manipulated to impede motion.<br>Domain Spells: 1st—magic stone, 2nd—stone callAPG, 3rd—meld into stone, 4th—rusting grasp, 5th—commune with nature, 6th—stone tell, 7th—statue, 8th—earthquake, 9th—clashing rocksAPG	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Ultimate Magic pg. 35		Ruins Domain	Ultimate Magic pg. 35	Granted Powers: You serve ancient serpentine mysteries whose coils still encircle the world.<br>Familiar: You gain a viper familiar. Your effective wizard level for this ability is equal to your druid level. Your druid level stacks with levels from other classes that grant familiars when determining the powers of your familiar.<br>Slither (Ex): As a free action, you can distend and stretch your body to fit easily through narrow spaces for 1 round. You can move freely through a tight space that would normally require a creature of your size to squeeze through. While slithering, you gain a +2 dodge bonus to Armor Class against attacks of opportunity provoked by your movement and a +2 bonus on CMB and on Escape Artist checks made to escape from a grapple. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Venom Immunity (Ex): At 6th level, you gain immunity to poisons from snakes, reptiles, and creatures with the reptilian subtype. At 12th level, you gain immunity to all poisons. This replaces venom immunity.<br>Domain Spells: 1st—charm animal, 2nd—animal trance, 3rd—poison, 4th—strong jaw, 5th—snake staff, 6th—charm monster, 7th—animal shapes (reptiles and snakes only), 8th—scintillating pattern, 9th—crushing hand.	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Ultimate Magic pg. 35		Serpent Domain	Ultimate Magic pg. 35	Granted Powers: The sour-sweet depths of bogs, marshes, and swamps are your places of power.<br>Natural Healing (Su): You can channel energy (as a cleric of your druid level) a number of times per day equal to 3 + your Charisma modifier, but only to heal animals, plants, and vermin. You may reduce the number of dice healed to cure ability damage (your choice) to all affected creatures, curing 1 point of ability damage for each d6 that the channel energy is reduced. You can take other feats to add to this ability, such as Extra Channel, but not feats that alter this ability, such as Elemental Channel and Alignment Channel.<br>Reed Hunter (Ex): At 6th level, you gain blindsense 30 feet with respect to concealment and cover from fog, vegetation, or water. At 12th level, this improves to blindsight 30 feet with respect to these conditions.<br>Domain Spells: 1st—hydraulic push, 2nd—burst of nettles, 3rd—lily pad stride, 4th—cape of wasps, 5th—insect plague, 6th—mass fester, 7th—animate plants, 8th—blood mist, 9th—shambler.	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Horror Realms pg. 45		Swamp Domain	Horror Realms pg. 45	Granted Powers: The Uskbond functions as a unique domain with the granted powers and domain spells below. A druid who takes the Uskbond must be neutral evil and worship Zon- Kuthon. A druid who has taken an archetype that alters or replaces nature bond cannot take the Uskbond.<br>Absorb Pain (Su): Whenever you take lethal damage, you can choose as an immediate action to convert a number of points of this damage equal to 1d6 + your Wisdom modifier into nonlethal damage. When you use this ability, you gain a +4 profane bonus on all saving throws versus pain effects during the following round. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Gruesome Display (Ex): At 8th level, as a standard action you can alter your appearance in such intense, horrific ways that onlookers become nauseated. One creature you select within 30 feet who can see you must succeed at a Will save (DC = 10 + 1/2 your druid level + your Wisdom modifier) or be nauseated for a number of rounds equal to 1/2 your druid level. Every 2 levels beyond 8th, you can affect one additional creature, to a maximum of seven targets within 30 feet at 20th level. Each time you activate your gruesome display, you must affect at least one target, but you can choose to affect fewer targets than your maximum. Once you’ve targeted the maximum number of creatures granted by level (regardless of whether they successfully save to resist the effect or not), you cannot use gruesome display again for the remainder of the day. This is a mind-affecting fear effect.<br>Domain Spells: 1st—delay painUM, 2nd—lesser curse terrainHA, 3rd—excruciating deformationUM, 4th—curse terrainHA, 5th—symbol of pain, 6th—greater curse terrainHA, 7th—verminous transformationHA, 8th—supreme curse terrainHA, 9th—maze of madness and sufferingHA (haunted forest only).	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Ultimate Wilderness pg. 46		The Uskbond Domain	Ultimate Wilderness pg. 46	, Inner Sea Monster Codex pg. 35<br>Granted Powers: You see the perfection of nature in the spindly limbs and strange forms of all vermin, great and small alike.<br>Vermin Whisperer (Su): You can use your wild empathy ability on vermin. When you do so, you impart a modicum of implanted intelligence on the vermin, allowing you to interact with vermin as if they were animals. Vermin whisperer functions only on vermin that are mindless or have an Intelligence score of 2 or lower.<br>Sudden Sting (Su): At 8th level, you can inflict a lingering, painful sting as a swift action that requires a successful melee touch attack. This sting deals 1d4 points of piercing damage plus 1 point for every 2 druid levels you have, and the target must succeed at a Fortitude save (DC = 10 + half your druid level + your Constitution modifier) or become staggered for 1 round. This is a pain effect. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Domain Spells: 1st—ant haul, 2nd—summon swarm, 3rd— vermin shape I, 4th—vermin shape II, 5th—insect plague, 6th—swarm skin, 7th—creeping doom, 8th—verminous transformation, 9th—summon nature’s ally IX (1d3 purple worms only).	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Faiths and Philosophies pg. 25		Vermin Domain	Faiths and Philosophies pg. 25	Granted Powers: Yours is the power of death and rebirth. Your spirit soars above all and moves with the flow of unseen currents.<br>Death's Companion (Ex): Your totem grants you protection from the harbingers of death. As an immediate action, you gain a +2 bonus on saving throws against disease, death spells, and death effects that lasts a number of rounds equal to your druid level. This bonus increases by 2 at 6th level and every 5 levels thereafter, to a maximum of +8 at 16th level. You may use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Agent of Rebirth (Sp): At 8th level, you may expend a quantity of special oils worth 1,000 gp to cast reincarnate as a spell-like ability usable once per day. Additionally, when using this ability or casting reincarnate as a prepared spell, you have some influence over the physical form that the reincarnated spirit will take. When rolling against the spell’s incarnation table, you may roll twice and choose between the two results.<br>Domain Spells: 1st—deathwatch, 2nd—glideAPG, 3rd— death knell, 4th—death ward, 5th—breath of life, 6th—circle of death, 7th—resurrection, 8th—finger of death, 9th—winds of vengeanceAPG.	https://aonprd.com/DruidDomains.aspx
Druid	Druid Domain	Ultimate Magic pg. 36		Vulture Domain	Ultimate Magic pg. 36	Granted Powers: You run with the pack and are the master of the cold hunt of your spirit totem.<br>Improved Trip: You gain Improved Trip as a bonus feat.<br>Pack Tactics (Ex): At 8th level, as a free action on your turn, you can designate an adjacent square; your attacks are treated as coming from that square for the purposes of determining whether or not you are flanking (this applies even if that square is occupied by an object or creature). This ends at the start of your next turn or if you move. If you are flanking a creature without using this ability, you may add your Wisdom bonus to your attack roll rather than the normal +2 flanking bonus. You can use this ability a number of times per day equal to 3 + your Wisdom modifier.<br>Domain Spells: 1st—hunter's howl, 2nd—bloodhound, 3rd—aspect of the wolf, 4th—strong jaw, 5th—tireless pursuers, 6th—find the path, 7th—animal shapes (canines only), 8th—phantasmal revenge, 9th—freedom.	https://aonprd.com/DruidDomains.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 14			Armor Master's Handbook pg. 14	Training Link Link<br>The fighter can use his base attack bonus in place of his ranks in one skill of his choice from the following list: Acrobatics, Climb, Disguise, Escape Artist, Intimidate, Knowledge (engineering), Profession (soldier), Ride, or Swim. The fighter need not be wearing armor or using a shield to use this option. When using adaptable training, the fighter substitutes his total base attack bonus (including his base attack bonus gained through levels in other classes) for his ranks in this skill, but adds the skill’s usual ability score modifier and any other bonuses or penalties that would modify that skill. Once a skill has been selected, it cannot be changed and the fighter can immediately retrain all of his ranks in the selected skill at no additional cost in money or time. In addition, the fighter adds all skills chosen with this option to his list of class skills. A fighter can choose this option up to four times.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 14		Adaptable Training (Ex)	Armor Master's Handbook pg. 14	Training Link Link<br>The fighter selects one specific type of armor with which he is proficient, such as chain shirts or scale mail. While wearing the selected type of armor, the fighter adds one-quarter of his fighter level to the armor’s armor bonus, up to a maximum bonus of +3 for light armor, +4 for medium armor, or +5 for heavy armor. This increase to the armor bonus doesn’t increase the benefit that the fighter gains from feats, class abilities, or other effects that are determined by his armor’s base armor bonus, including other advanced armor training options. A fighter can choose this option multiple times. Each time he chooses it, he applies its benefit to a different type of armor.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 14		Armor Specialization (Ex)	Armor Master's Handbook pg. 14	Training Link Link<br>While wearing armor, the fighter gains a bonus on Intimidate checks based upon the type of armor he is wearing: +1 for light armor, +2 for medium armor, or +3 for heavy armor. This bonus increases by 1 at 7th level and every 4 fighter levels thereafter, to a maximum of +4 at 19th level. In addition, the fighter adds half his armored confidence bonus to the DC of Intimidate checks to demoralize him.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 14		Armored Confidence (Ex)	Armor Master's Handbook pg. 14	Training Link Link<br>When wearing heavy armor, the fighter gains DR 1/—. At 7th level, the fighter gains DR 1/— when wearing medium armor, and DR 2/— when wearing heavy armor. At 11th level, the fighter gains DR 1/— when wearing light armor, DR 2/— when wearing medium armor, and DR 3/— when wearing heavy armor. If the fighter is 19th level and has the armor mastery class feature, these DR values increase by 5. The DR from this ability stacks with that provided by adamantine armor, but not with other forms of damage reduction. This damage reduction does not apply if the fighter is helpless, stunned, or unconscious.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Armored Juggernaut (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>The fighter gains an armor mastery feat (see pages 16–17) or a shield mastery feat (see pages 18–19) as a bonus feat. He must meet all of the feat’s prerequisites.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Armored Master	Armor Master's Handbook pg. 15	Training Link Link<br>When damage would cause the fighter or an adjacent ally to be knocked unconscious or killed, the fighter can instead direct the damage to a suit of armor that he is wearing or a shield he is using as an immediate action. The original target takes no damage, but the armor or shield is treated as if it had only half its normal hardness. The fighter can use this option once per day, plus one additional time each day at 11th level and every 8 fighter levels thereafter, to a maximum of three times per day at 19th level.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Armored Sacrifice (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>The fighter gains Run as a bonus feat. If the fighter is proficient with heavy armor, he treats heavy armor as if it were one category lighter for the purpose of determining how fast he can move while running in armor.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Armored Sprint (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>While wearing armor or using a shield, the fighter gains a +2 bonus to his AC against attack rolls made to confirm a critical hit. This bonus increases by 1 at 7th level and every 4 fighter levels thereafter, to a maximum of +6 at 19th level.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Critical Deflection (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>The fighter can use his base attack bonus in place of his ranks in the Craft (armor) skill. The fighter need not be wearing armor or using a shield to use this option. The fighter substitutes his total base attack bonus (including his base attack bonus gained through levels in other classes) for his ranks in this skill, but adds the skill’s usual ability score modifier and any other bonuses or penalties that would modify that skill. Additionally the fighter is treated as having the Craft Magic Arms and Armor and Master Craftsman feats, but only for the purpose of making magic armor. The fighter does not need to meet these feats’ prerequisites.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Master Armorer (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>The fighter can don armor in a hurry without reducing its effectiveness, and remove it quickly when it becomes a hindrance. When the fighter dons or removes his armor or dons it hastily, the amount of time needed to do so is reduced, as noted on the table below. Other characters can still help the fighter don his armor as normal.<br>Armor TypeDonDon HastilyRemove<br>Light armor5 rounds1 round5 rounds<br>Medium armor1 minute5 rounds1 minute<br>Heavy armor2 minutes1 minute1d4 minutes<br>Additionally, when wearing hastily donned armor, the fighter can attempt a Strength or Dexterity check as a full-round action to remove the penalties associated with wearing hastily donned armor (DC = 10 + his armor’s unmodified armor bonus). If he succeeds at the check, he is treated as having properly donned his armor rather than having hastily donned it.<br>The fighter can also remove his armor in the same amount of time that it takes him to don his armor hastily. He can even remove sections of armor to escape grapples and similar grasping hindrances. Whenever the fighter attempts a combat maneuver check, an Escape Artist check, or a Strength check to escape from an effect that reduces or restricts his ability to move or act, he can reduce the armor bonus of any armor that he is wearing by up to half his armor’s base armor bonus. If he does so, he gains a bonus on his check equal to the amount by which he reduced his armor’s armor bonus. Multiple uses of this ability cannot reduce the armor’s armor bonus below half its base armor bonus, and the reduction to the armor’s armor bonus lasts until the fighter recovers and dons the removed pieces of armor.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Quick Donning (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>While wearing medium or heavy armor, a fighter can deliver a headbutt with his helm as part of a full attack action. This headbutt is in addition to his normal attacks, and is made using the fighter’s base attack bonus – 5. A helmet headbutt deals 1d3 points of damage if the fighter is wearing medium armor, or 1d4 points of damage if he is wearing heavy armor (1d2 and 1d3, respectively, for Small creatures), plus an amount of damage equal to 1/2 the fighter’s Strength modifier. Treat this attack as a weapon attack made using the same special material (if any) as the armor. The armor’s enhancement bonus does not modify the headbutt attack, but the helm can be enchanted as a separate weapon.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Armor Training	Armor Master's Handbook pg. 15		Steel Headbutt (Ex)	Armor Master's Handbook pg. 15	Training Link Link<br>Select one combat maneuver (except sunder). Whether using his armor as leverage against a grappling foe or using its weight to help him stop a bull rush, a fighter can use his armor to protect him from the chosen combat maneuver. While wearing armor or wielding a shield, the fighter gains a bonus to his CMD against the chosen combat maneuver. The bonus is +1 if he’s wearing light armor, +2 if he’s wearing medium armor, and +3 if he’s wearing heavy armor. This bonus increases by 1 at 7th level and every 4 fighter levels thereafter, to a maximum at 19th level of +5 for light armor, +6 for medium armor, and +7 for heavy armor. Mithral armor provides a bonus 1 lower than normal for armor of its type.	https://aonprd.com/AdvArmorTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18			Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter adds his weapon training bonus to the number of times per day he can use a combat feat he has that allows a limited number of daily uses, such as the Stunning Fist feat.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Abundant Tactics (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter applies his bonus from bravery to Will saving throws. In addition, the DC of Intimidate checks to demoralize him increases by an amount equal to twice his bonus from bravery. The fighter must have the bravery class feature in order to select this option.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Armed Bravery (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>For any weapon in the associated weapon group with which the fighter is not proficient, the penalty on attack rolls taken as a result of not being proficient is reduced by an amount equal to the fighter’s weapon training bonus with that weapon group. Once the penalty is reduced to 0, the fighter becomes proficient with such weapons.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Combat Competence (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>When the fighter is wielding weapons from the associated weapon group, his weapon training bonus applies to his CMD against all combat maneuvers attempted against him, instead of just against disarm and sunder combat maneuvers.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Combat Maneuver Defense (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter applies his weapon training bonus to Intimidate checks and can attempt an Intimidate check to demoralize an opponent as a move action instead of a standard action. If he has the Dazzling Display feat, he can use it as a standard action instead of a full-round action.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Dazzling Intimidation (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter gains a +1 shield bonus to his Armor Class. The fighter adds half his weapon’s enhancement bonus (if any) to this shield bonus. When his weapon training bonus for weapons from the associated fighter weapon group reaches +4, this shield bonus increases to +2. This shield bonus is lost if the fighter is immobilized or helpless.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Blood of the Beast pg. 29		Defensive Weapon Training (Ex)	Blood of the Beast pg. 29	Training Link Link<br>The fighter treats all one-handed weapons that belong to the associated weapon group as though they were light weapons when determining his penalties on attack rolls for fighting with two weapons.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Effortless Dual-Wielding (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter gains the benefits of the Weapon Finesse feat with all melee weapons that belong to the associated fighter weapon group (even if they cannot normally be used with Weapon Finesse). The fighter must have the Weapon Finesse feat before choosing this option.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Fighter's Finesse (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter applies his weapon training bonus to Reflex saving throws. He loses this bonus when he is flat-footed or denied his Dexterity bonus to AC.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Blood of the Beast pg. 29		Fighter's Reflexes (Ex)	Blood of the Beast pg. 29	Training Link Link<br>The fighter gains Combat StaminaPU as a bonus feat, even when not wielding a weapon from the appropriate weapon group. If the fighter already has this feat, he gains Extra StaminaPU as a bonus feat instead.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Fighter's Stamina (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>All of the fighter’s allies are treated as if they had the same teamwork feats as the fighter for the purpose of determining whether the fighter receives a bonus from his teamwork feats. His allies do not receive any bonuses from these feats unless they actually have the feats themselves. The allies’ positioning and actions must still meet the prerequisites listed in the teamwork feat for the fighter to receive the listed bonus.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Fighter's Tactics (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>The fighter selects one weapon for which he has Weapon Focus and that belongs to the associated fighter weapon group. The fighter can deal damage with this weapon based on the damage of the warpriest’s sacred weaponACG class feature, treating his fighter level as his warpriest level. The fighter must have Weapon Focus with the selected weapon in order to choose this option.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Focused Weapon (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>A number of times per day equal to his highest weapon training bonus as a swift action, the fighter can allow one ally within 30 feet to attempt a new saving throw against an ongoing fear effect that causes the ally to cower or to become frightened, panicked, or shaken. If the ally succeeds at the save, the effect ends. A fighter can use this option even when not wielding a weapon from the associated weapon group.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Magic Tactics Toolbox pg. 10		Inspiring Confidence (Ex)	Magic Tactics Toolbox pg. 10	Training Link Link<br>The fighter gains an item mastery feat (see pages 30–31 and pages 26–27 of Weapon Master’s Handbook) as a bonus feat, which functions with any magic weapon he wields, even if the magic weapon does not meet the feat’s normal requirements. He must meet all of the feat’s prerequisites.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Blood of the Beast pg. 29		Item Mastery	Blood of the Beast pg. 29	Training Link Link<br>The fighter takes no penalties on attack rolls when attempting to deal nonlethal damage with a weapon from the associated fighter weapon group that normally deals lethal damage. In addition, whenever the fighter deals nonlethal damage with a weapon from the associated fighter weapon group, he doubles his weapon training bonus on the damage roll. This doesn’t stack with other advanced weapon training options that allow the fighter to double his weapon training bonus on damage rolls, such as trained finesse or trained throw.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Knockout Training (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>When the fighter uses Weapon Finesse to make a melee attack with a weapon, using his Dexterity modifier on attack rolls and his Strength modifier on damage rolls, he doubles his weapon training bonus on damage rolls. The fighter must have Weapon Finesse in order to choose this option.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 18		Trained Grace (Ex)	Weapon Master's Handbook pg. 18	Training Link Link<br>As long as he is wielding a weapon from the associated weapon group or is able to draw such a weapon (even if he is not currently wielding it), the fighter applies his weapon training bonus to initiative checks. In addition, if he has the Quick Draw feat and has a weapon from the appropriate weapon group that isn’t hidden, he can draw that weapon as a free action as part of making an initiative check.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 19		Trained Initiative (Ex)	Weapon Master's Handbook pg. 19	Training Link Link<br>When the fighter makes a ranged attack with a thrown weapon and applies his Dexterity modifier on attack rolls and his Strength modifier on damage rolls, he doubles his weapon training bonus on damage rolls. Unless he has the Throw Anything feat, the fighter can choose only the thrown fighter weapon group with this option. If he has Throw Anything, the fighter can choose any fighter weapon group with this option and apply this option’s benefits to any weapon from that group that he throws.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 19		Trained Throw (Ex)	Weapon Master's Handbook pg. 19	Training Link Link<br>The fighter can use his base attack bonus in place of his ranks in two skills of his choice that are associated with the fighter weapon group he has chosen with this option (see below). The fighter need not be wielding an associated weapon to use this option. When using versatile training, the fighter substitutes his total base attack bonus (including his base attack bonus gained through levels in other classes) for his ranks in these skills, but adds the skill’s usual ability score modifier and any other bonuses or penalties that would modify those skills. Once the skills have been selected, they cannot be changed and the fighter can immediately retrain all of his skill ranks in the selected skills at no additional cost in money or time. In addition, the fighter adds all skills chosen with this option to his list of class skills. A fighter can choose this option up to two times.<br>The Bluff and Intimidate skills are associated with all fighter weapon groups. The various fighter weapon groups also have the following associated skills: axes (Climb, Survival), bows (Knowledge [engineering], Perception), close (Sense Motive, Stealth), crossbows (Perception, Stealth), double (Acrobatics, Sense Motive), firearms (Perception, Sleight of Hand), flails (Acrobatics, Sleight of Hand), hammers (Diplomacy, Ride), heavy blades (Diplomacy, Ride), light blades (Diplomacy, Sleight of Hand), monk (Acrobatics, Escape Artist), natural (Climb, Fly, Swim), polearms (Diplomacy, Sense Motive), siege engines (Disable Device, Profession [driver]), spears (Handle Animal, Ride), and thrown (Acrobatics, Perception).	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Magic Tactics Toolbox pg. 10		Versatile Training (Ex)	Magic Tactics Toolbox pg. 10	Training Link Link<br>The fighter can forge a spiritual bond with a weapon that belongs to the associated weapon group, allowing him to unlock the weapon’s potential. Each day, he designates one such weapon and gains a number of points of spiritual energy equal to 1 + his weapon training bonus. While wielding this weapon, he can spend 1 point of spiritual energy to grant the weapon an enhancement bonus equal to his weapon training bonus. Enhancement bonuses gained by this advanced weapon training option stack with those of the weapon, to a maximum of +5.<br>The fighter can also imbue the weapon with any one weapon special ability with an equivalent enhancement bonus less than or equal to his maximum bonus by reducing the granted enhancement bonus by the amount of the equivalent enhancement bonus. The item must have an enhancement bonus of at least +1 (from the item itself or from warrior spirit) to gain a weapon special ability. In either case, these bonuses last for 1 minute.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 19		Warrior Spirit (Su)	Weapon Master's Handbook pg. 19	Training Link Link<br>The fighter gains a weapon mastery feat (see pages 20–23) as a bonus feat, even when not wielding a weapon from the appropriate weapon group. He must meet all of the feat’s prerequisites.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 19		Weapon Mastery	Weapon Master's Handbook pg. 19	Training Link Link<br>When damage would cause the fighter or an adjacent ally to be knocked unconscious or killed, as a swift or immediate action the fighter can instead direct the damage to a weapon from the associated weapon group that he is wielding. The original target takes no damage, but the weapon receives only half its normal hardness. The fighter can use this option a number of times per day equal to the fighter’s weapon training bonus with the associated weapon group. He cannot use this option with unarmed attacks.	https://aonprd.com/AdvWeaponTraining.aspx
Fighter	Advanced Weapon Training	Weapon Master's Handbook pg. 19		Weapon Sacrifice (Ex)	Weapon Master's Handbook pg. 19	Training Link Link<br>The fighter selects a number of combat feats that he knows equal to his weapon training bonus with the associated weapon group. The selected feats must be ones that require the fighter to choose a type of weapon (such as Weapon Focus and Weapon Specialization), and the fighter must have chosen weapons that belong to the associated fighter weapon group. The fighter is treated as having the selected feats for all the weapons in the associated weapon group that are legal choices for those feats. The fighter is also considered to have those feats with these weapons for the purpose of meeting prerequisites.	https://aonprd.com/AdvWeaponTraining.aspx
Gunslinger	Gunslinger Dare	Desperate Evasion	Ex		Advanced Class Guide pg. 94	While this dare is active, you gain the evasion class feature. If you already have this class feature, while this dare is active you roll twice when making a Reflex saving throw and take the higher result. You regain 1 grit or panache point when you succeed at two Reflex saving throws while using this dare.	https://aonprd.com/GunslingerDares.aspx
Gunslinger	Gunslinger Dare	Frantically Nimble	Ex		Advanced Class Guide pg. 94	While this dare is active, you gain a +2 dodge bonus to AC. You regain 1 grit or panache point when any enemy making a ranged or melee attack against you misses you three consecutive times. The attacks need not come from the same enemy.	https://aonprd.com/GunslingerDares.aspx
