sphere_name	talent_name	talent_category	subcategory	source	tags	prerequisites	base_cost	description	augments
Fallen Fey	Crown Of The Courts (fey-blessing)	Base Talent	Fey-blessing Talents					You conjure and don a crown representing a chosen court, usually seelie or unseelie (though others may be available depending on setting), gaining an aura of authority over the fey.<br>The fey-blessing gains the descriptor matching the chosen court. The crown is weightless and has hardness 5 and 5 hit points per caster level. If the crown is destroyed, this fey-blessing ends immediately. If the crown is not in your possession at the end of your turn, you lose the benefits of this fey-blessing until it returns to your possession. You can summon it to yourself as a move action as long as you have line of sight to it. You may only have one crown active at a time; activating this ability again automatically ends any previous instances.<br>Creatures of the fey type that are associated with the chosen court (good and neutral for seelie, evil for unseelie) are incapable of taking hostile action against you without succeeding on a Will save; if successful, they may act as normal and do not need to save again against your use of this effect for 24 hours.<br>On a failure they are incapable of knowingly taking hostile action against you (targeting with an attack or combat maneuver, casting a non-harmless sphere effect, spell, or spell-like or supernatural ability that includes you as a target or within its area of effect, or aiding or granting flanking bonuses to creatures taking hostile action against you) for 1 minute. If you take hostile action against a creature that has failed its save, it is treated as having succeeded on its save. This is a mind-affecting compulsion effect.<br>Creatures of the fey type not associated with the chosen court are shaken whenever they are within 30 feet of you. This is a mind-affecting fear effect.	
Fallen Fey	Enchanting Music (fey-blessing)	Base Talent	Fey-blessing Talents					As a move action, you may summon one masterwork musical instrument, be it percussion, string, or wind, of a size no greater than 1 size smaller than your own size. The instrument is weightless and has hardness 5 and 5 hit points per caster level.<br>If the instrument is not in your possession at the start of your turn, you may summon it into your possession as a move action as long as you have line of sight to it. You can never have more than one such instrument summoned at one time.<br>Starting a song requires a standard action and maintaining one requires a move action. Starting a new song ends any previous songs. A creature can only be under the effects of one song at a time; should a creature affected by one be subjected to another, the caster (not necessarily the performer, if using the Share Link talent) of the second effect must attempt a magic skill check against the MSD of the existing effect’s caster. All options are sonic mind-affecting effects with medium range unless noted.<br>You may perform, singing or playing (either on the summoned instrument or another that you possess) the songs listed below.<br>Bewitching Melody: You may perform a haunting melody that opens the minds of those who hear it to outside influence, inflicting a -2 penalty (increasing by 1 at 7th caster level and every 7 caster levels thereafter) against charm effects on all hostile creatures.<br>Dancing Tune: You play a bouncy jig that compels any creature within close range to dance and caper. A creature can resist by attempting a Will save. Creatures that fail are compelled to dance and shuffle their feet, and are effectively staggered as long as you continue to play. Once a creature succeeds at the save against this song, it is immune to further instances originating from you for 24 hours. This is a compulsion effect.<br>Distracting Cacophony: You may fill the air with discordant notes, granting all creatures within medium range a +2 (+1 per 7 caster levels) bonus on saves against sonic effects, but imposing an equal penalty on hearing-based Perception checks and concentration checks. The penalty portion of this ability is not a mind-affecting effect.<br>Lullaby: You may play a peaceful lullaby to inflict a -2 penalty (increasing by 1 at 7th caster level and every 7 caster levels thereafter) against effects that cause sleep or the staggered condition on all hostile creatures.<br>Performing one of these songs will occupy limbs and voice appropriate to the instrument (if any) such that they cannot be used to for other performances (such as bardic music) at the same time.	
Fallen Fey	Fade (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You fade from view while in a creature’s peripheral vision. You gain concealment from any creature that you are flanking. You may dismiss this fey-blessing as a standard action to attempt a Stealth check to hide. You may reduce this to a swift action by spending a spell point. You may attempt this check even if you are observed and have no concealment. Any creature that fails its Perception check cannot see you and treats you as having full concealment until the start of your next turn. Making an attack, casting a spell or sphere ability with verbal or somatic components or subject to the Magical Signs drawback, speaking, or other loud or distracting actions ends this effect.	
Fallen Fey	Fairy Dust (fey-blessing)	Base Talent	Fey-blessing Talents					By activating this fey-blessing, you gain a pouch of fairy dust. This pouch has hardness 5 and 5 hit points per caster level. The pouch is weightless and may not be used to hold anything other than the fairy dust it contains. If the pouch is destroyed, this fey-blessing ends. Destroying the pouch fills a 10-foot radius with the chosen fairy dust, affecting all creatures in the area, including the caster. A successful saving throw against any effect that allows it grants the affected creature immunity to that effect from that caster for 24 hours. You gain knowledge of two types of fairy dust when you gain this talent; you may activate any one type of dust that you know when activating this fey-blessing. Choose from the following options:<br>Amnesia: Affected creatures must succeed on a Will save or forget the past minute. This otherwise functions as the Amnesia talent greater charm of the Mind sphere. You must spend an additional spell point for this option.<br>Bleed: Affected creatures must succeed on a Fortitude save or bleed profusely when wounded. The next time the creature takes hit point damage, it begins taking bleed damage equal to your caster level. These bleed damage may be stopped by a DC 15 Heal check or by receiving any amount of healing. If this dust is applied to a weapon, the weapon attack triggers the bleed damage.<br>Blind: Affected creatures must succeed on a Reflex save or treat all other creatures as having concealment for 1 round per caster level.<br>Charm: Affected creatures must succeed on a Will save or have its disposition toward you increase by 1 step to a maximum of friendly for 1 minute.<br>Fear: Affected creatures must succeed on a Will save or be shaken for 1 round per caster level. You may spend an additional spell point as part of activating the fey-blessing to instead have affected creatures be frightened for 1 round per caster level on a failed save and shaken for 1 round on a successful save.<br>Glitter: For 1 round per caster level, affected creatures take a penalty to Stealth equal to caster level and do not gain concealment from any effect that provides invisibility.<br>Poison: Affected creatures must succeed on a Fortitude save or suffer from itching poison, being compelled to scratch at the wound for 1 round (treat this as being dazed) and taking 1d2 Strength damage per round. This effect ends after 1 minute, but targets are allowed a new saving throw each round to end the effect early. You must spend an additional spell point for this option.<br>Sleep: Affected creatures must succeed on a Will save or fall asleep for 1 round per caster level. Slapping or wounding awakens an affected creature, but normal noise does not. Awakening a creature is a standard action (an application of the aid another action). You must spend an additional spell point for this option.<br>If you possess Fairy Flight, you also gain the following option:<br>Flight: For 1 minute per caster level, affected creatures gain the benefits of your Fairy Flight fey-blessing. This flight speed requires maintaining the proper frame of mind; if an affected creature is under the effects of an emotion or fear effect while flying, its fly speed from this ability is suppressed and it falls at a rate of 50 feet per round until it lands (taking falling damage as normal) or the emotion or fear effect ends.<br>As a standard action, you may fill a 5-foot cube within close range with the dust, affecting any creature in that space. As a move action, you may apply fairy dust to a weapon, natural weapon, or piece of ammunition you possess, or as a standard action you may apply it to a number of weapons or pieces of ammunition equal to your casting ability modifier (minimum 2) within close range. A creature that is struck by the weapon within 1 round per caster level of it being so treated suffers from the effects of the dust, ending the effect on the weapon. You may choose to end this fey-blessing early, drawing and throwing the pouch to create a 20-foot radius spread of fairy dust within close range, affecting all creatures within the area.<br>The duration of multiple applications of dust stack. The pouch replenishes itself as a free action for the duration of the fey-blessing, then disappears when it ends. You may have multiple instances of this fey-blessing active at once; select a different option you know for each. Each instance creates a separate pouch. If the pouch is not in your possession at the start of your turn, you can summon it to yourself as a move action as long as you have line of sight to it. You may select this talent multiple times; each time you gain two more types of fairy dust.	You must spend an additional spell point for this option. You may spend an additional spell point as part of activating the fey-blessing to instead have affected creatures be frightened for 1 round per caster level on a failed save and shaken for 1 round on a successful save. You must spend an additional spell point for this option. You must spend an additional spell point for this option.
Fallen Fey	Fairy Flight (fey-blessing)	Base Talent	Fey-blessing Talents					You sprout wings (which can appear as insectile, feathered, or made of leaves at the caster’s choice); you take no damage when falling and may glide, moving with a speed of 30 feet with maneuverability (poor), but falling 1 feet for every 5 feet traveled. At 5th caster level, you gain a fly speed of 30 feet with maneuverability (poor). This improves by 5 feet and one maneuverability category (to a maximum of perfect) for each 5 additional caster levels. This is a polymorph effect.	
Fallen Fey	Fae Light (fey-blessing)	Base Talent	Fey-blessing Talents		[utility]			You shed light like a torch. You may alter the color, extinguish, or resume this effect as a free action. If you possess the Light sphere, you may count as being under the effects of your own glow while this fey-blessing is active.<br>As a standard action, you may create a light that sheds light like a torch within medium range. You may move this light 30 feet + 5 feet per 2 caster levels per round as a move action, though it must stay within range of you. This light persists for the duration of the fey-link or until you create another one.<br>You may choose to have either your light or the moveable light shed an enchanting glow. Creatures within a 30-foot radius of the light must succeed on a Will save or be fascinated. A creature that successfully saves is immune to your use of this ability for 24 hours. If a creature fails its saving throw, it approaches to stand adjacent to the light and follows it if it moves. As normal, fascinated creatures suffer a -4 penalty to Perception, but cease to be fascinated if attacked or approached with an obviously hostile intent, such as someone drawing a weapon. This is a mind-affecting effect. You may alter the color or dismiss the light as a free action.	
Fallen Fey	Feast And Famine (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You may activate the following abilities as fey-blessings:<br>Putrid Vomit: You can spew vomit up to 30 feet as a standard action. Treat this as a ranged touch attack with no range increment. A creature struck by this attack must succeed on a Fortitude save or be for sickened for 1d4 rounds. If you spend a spell point as part of making the attack, the creature is instead nauseated for 1d4 rounds on a failed save and sickened for 1 round on a successful save.<br>Spoilage: This fey-blessing has no duration and is considered an instantaneous effect. You may cause an amount of food sufficient to feed 1 Medium creature per caster level to spoil. This does not remove other changes made to the food, such as adding poison or magical effects unless you spend a spell point and succeed on a magic skill check against the poison or effect’s DC.<br>Unspoil: This fey-blessing has no duration and is considered an instantaneous effect. You may cause an amount of spoiled food sufficient to feed 1 Medium creature per caster level to return to a palatable state. This does not remove other changes made to the food, such as adding poison or magical effects unless you spend a spell point and succeed on a magic skill check against the poison or effect’s DC. Restoring the food does not prevent future spoilage.	
Fallen Fey	Feline Omens (fey-blessing)	Base Talent	Fey-blessing Talents	[Catgirl HB]				You may activate the following as fey-blessings:<br>Bayun’s Meow: You can produce a dreadful, baying meow. As a move action, all other creatures within close range must succeed at a Will save or be deafened and shaken for 1 round per 5 caster levels (minimum 1). This is a fear and sonic effect. Whenever you use this ability, you may choose to target a single creature rather than affect all creatures in the area.<br>Cait Sidhe Taigham: You demand tithe and tribute from others. As a standard action, you may compel one adjacent creature to deliver an object you designate (held in their hands or on their person) to you during their next turn. An affected target uses their standard action to deliver the requested object during their next turn. You may receive the object with an unoccupied hand, otherwise the object is set down in front of you. A successful Will save negates this effect; a creature may only be the target of this fey-blessing once every 24 hours.<br>Grimalkin’s Shade: When you activate this fey-blessing, you summon a small grimalkin shade (or “shade”) which takes the form of a cat’s shadow in an unoccupied, adjacent square. This shade acts as an independent creature, listens to your commands, and will attempt to fulfill them to the best of its ability.<br>The grimalkin cannot speak normally, but understands any language you speak and may communicate normally with you or anyone who can speak to a cat. While not in combat or not being ordered to complete a task, the shade behaves much like a cat, and may be affectionate or cold to those around it at its discretion.<br>The shade acts on your initiative and must remain within medium range of you or have its tether to your magic become greatly weakened. If the shade would take damage while outside of this range and weakened, it is immediately dismissed and this fey-blessing ends. You may only have a single shade summoned at one time; if the shade would die, you may summon a new shade as a full-round action. When this fey-blessing ends, the shade is automatically dismissed.	
Fallen Fey	Grimalkin Shade	Base Talent	Fey-blessing Talents					The grimalkin shade is a creature which has simplified statistics using the caster’s statistics or caster level, determined when the fey-blessing is cast.<br>Core Statistics<br>hp 5 + 3 per caster level; Hit Dice 1/2 your caster level; Size Small; Type fey; Senses darkvision 120 ft., see in darkness; Perception 10 + your caster level<br>Str 10, Dex 10, Con 10, Int 10, Wis 10, Cha 10<br>AC 11 + your caster level (10 + size + caster level); Saving Throws 2 + 1/2 your caster level<br>Speed 40 ft.<br>Skills Acrobatics, Perception, Stealth equal to 10 + your caster level<br>Attacks<br>Shade’s Chill (Su): The grimalkin’s chill can be felt, permeating through cloth and chilling bone. The grimalkin makes a melee touch attack (5 + your caster level). If successful, the target takes 1d4 untyped energy damage per 2 caster levels (minimum 1d4) and must attempt a Will saving throw or be shaken for 1 round (using your Fallen Fey sphere DC). If the target is already shaken and fails their saving throw, the target is instead frightened for 1 round. This touch attack may be made while corporeal or incorporeal, and may be used as a standard action attack or attack of opportunity.<br>Vanish (Su): The grimalkin may spend a swift action to become incorporeal. The grimalkin may remain incorporeal indefinitely and may become corporeal as a standard action. While incorporeal, the grimalkin may attempt a Stealth check to hide in any dim light or darkness, even while observed.<br>Other Information and Statistics<br>The grimalkin does not possess feats and does not possess skill ranks, but does possess skill bonuses as indicated in its core statistics.<br>Despite being a size Small creature, other creatures may freely move through a square the grimalkin occupies without penalty, and the grimalkin may share its space with other creatures. The grimalkin threatens and may make attacks of opportunity as normal.	
Fallen Fey	Fey Beauty (fey-blessing)	Base Talent	Fey-blessing Talents		[utility]			You gain a +1 bonus to all Charisma-based skill and ability checks. This bonus increases by +1 for every 5 caster levels you possess.	
Fallen Fey	Fey Potency (fey-blessing)	Base Talent	Fey-blessing Talents					You gain a +1 bonus to all rolls made to overcome spell resistance. This bonus increases by 1 for every 5 caster levels you possess.	
Fallen Fey	Fey Secrets (fey-blessing)	Base Talent	Fey-blessing Talents					You gain an attunement to nature, which gives you insight into the world around you. Once before the end of the fey-link, you may gain an insight bonus to a single skill check, ability check, attack roll, saving throw, combat maneuver check, or initiative roll equal to 1d4 + 1 per 5 caster levels you possess. You may gain this fey-blessing multiple times, gaining one use of this ability per fey-blessing. You cannot use this fey-blessing multiple times for the same roll.	
Fallen Fey	Grace Of The Sidhe (fey-blessing)	Base Talent	Fey-blessing Talents					You may activate the following abilities as fey-blessings:<br>Evasion: You gain the evasion ability. When you succeed at a Reflex saving throw against an attack that normally deals half damage on a successful save, it instead takes no damage. This ability does not function when wearing medium or heavier armor.<br>Supernatural Speed: Whenever you move at least 20 feet, you gain 20% miss chance against ranged attacks until the start of your next turn. If you spend an additional spell point, you instead gain this benefit against all attacks.	If you spend an additional spell point, you instead gain this benefit against all attacks.
Fallen Fey	Gremlin’s Presence (fey-blessing)	Base Talent	Fey-blessing Talents					You may activate the following abilities as fey-blessings:<br>Collateral Damage: Whenever a creature misses you with a melee attack, you may redirect the attack to another creature within the attacking creature’s reach as an immediate action. Make a new attack roll with the original bonus to determine the result.<br>Jinx: As a standard action, you can place a curse on a single creature within close range. A Will save negates the effect. On a failed save, the target is cursed for the duration of your fey-link. The victim of the curse takes a -2 penalty on all attack rolls, saving throws, and skill and ability checks until the curse is removed. This penalty increases by +1 for every 5 caster levels you possess. A creature can only be affected by a single jinx at one time. This is a curse effect. A creature that succeeds on the save against this effect is immune to that caster’s use of it for 24 hours.<br>Pugwampi’s Aura: All hostile creatures within 30 feet of you take a -1 penalty to all saving throws. This penalty increases by -1 for every 5 caster levels you possess. A creature benefiting from any luck bonus ignores this penalty.<br>Stymie Channeling: Any hostile creature that attempts to channel energy within 30 feet of you must succeed on a Will save or be unable to channel for that round. The use is not lost, but the action is wasted.	
Fallen Fey	Listen To The Wind (fey-blessing)	Base Talent	Fey-blessing Talents		[utility]			You can always find north, and always know what the weather will be within long range of you for the next 48 hours. This forecast reveals only the weather that would arise naturally, and does not take into account any magical occurrences that might change the weather.	
Fallen Fey	Long Step (fey-blessing)	Base Talent	Fey-blessing Talents					For the duration of the fey-link, you can teleport up to 10 feet as a move action. This movement does not provoke an attack of opportunity and you must have line of sight to your destination.<br>This distance increases by 5 feet at 4th caster level and every 2 caster levels thereafter. If you possess Tree Meld, while melded to a tree, you may move to another tree within close range as a move action or medium range as a standard action. You may only move to trees in this fashion once per 1d4 rounds.	
Fallen Fey	Mantle Of Autumn (fey-blessing)	Base Talent	Fey-blessing Talents					You may activate the following abilities as fey-blessings:<br>Cloak of Leaves: You may surround yourself in swirling leaves in a 10-foot radius as a move action. This radius increases by 5 feet at 5th caster level and every 5 caster levels thereafter. All allied creatures fully within this area gain concealment (attacks against them have a 20% miss chance). If hostile creatures within this area attack creatures outside this area, the targets also have concealment. You may end this effect as a free action. Doing so removes the leaves at the end of your turn but does not end the fey-blessing; you may create and dismiss the cloak of leaves for the duration of the fey-blessing.<br>Touch of the Harvest: You may touch food-producing plants, causing them to sprout food spontaneously. You may touch a plant within your natural reach as a move action. Each plant produces enough food to provide 3 Medium-sized creatures or 1 horse with food for a day. This fey-blessing ends after you touch a number of plants equal to your caster level. This ability requires fruit trees, berry bushes, or food crops.	
Fallen Fey	Mantle Of Spring (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You may activate the following abilities as fey-blessings:<br>Plant Growth: A single plant or creature of the plant type that you touch increases its size by one category. This increases by one category per 10 caster levels. This effect persists for as long as you are within 30 feet of the target, until you end it as a free action, you choose to apply it to a different target, or the fey-link ends. Unwilling creatures are permitted a Will save to negate this effect. This effect bypasses the immunity to polymorph effects of the plant type. For creatures of the plant type, see the Size Change talent in the Alteration sphere to see the effects of growing to their new size.<br>This ability cannot cause creatures to grow larger than Huge. At 5th caster level and every 5 caster levels thereafter, this limit increases by one size category, to a maximum of Colossal at 15th caster level. This is a polymorph effect.<br>Verdant Step: You may cause flowers, grass, and small vines to spring up wherever you step. The rapid, clinging growth creates difficult terrain in any space you enter until the start of your next turn. You are not hindered by this difficult terrain. This effect may be halted or resumed as a free action. If you spend a spell point as a free action, this growth instead remains for 1 minute per caster level. This ability does not function if you are not touching the ground.<br>This growth is considered sufficient to be a target by any abilities of the (plant) package of the Nature sphere that requires plants (but not large growths such as trees) until the start of your next turn or for 1 minute per caster level when using the spell point option. After this time expires, the growth fades away and any ongoing effects requiring it end.	
Fallen Fey	Misplacement (fey-blessing)	Base Talent	Fey-blessing Talents					For the duration of the fey-link, you gain an uncanny ability to meddle with the possessions of other creatures. You may perform the Steal combat maneuver without provoking attacks of opportunity and may use your ranks in the Sleight of Hand skill in place of your base attack bonus when determining your combat maneuver check for the Steal combat maneuver. Any time you attempt a Sleight of Hand check or Steal combat maneuver against a creature within your natural reach, you may also rearrange its possessions.<br>The next time that creature attempts to produce a weapon or item it finds its possessions misplaced or disarranged, thus requiring a standard action to retrieve a stored item or draw a weapon (unless you have stolen the item in question). After spending this standard action, the creature takes mental inventory and is no longer affected by this ability. You may choose to replace items you have stolen with worthless material (twigs, sand, etc.) that you have in your possession (but not something that has an effect like a primed grenade or cursed object) with an equal or lesser weight to the stolen object. This does not increase the difficulty of your Sleight of Hand checks.	
Fallen Fey	Natural Blessing (fey-blessing)	Base Talent	Fey-blessing Talents					You may activate the following abilities as fey-blessings:<br>Animal Blessing: All friendly creatures of the animal type within 30 feet of you gain a +1 luck bonus to all saving throws. This bonus increases by +1 for every 5 caster levels you possess.<br>Plant Blessing: All friendly creatures with the plant type within 30 feet of you gain a +1 luck bonus to all saving throws. This bonus increases by +1 for every 5 caster levels you possess.<br>Vermin Blessing: All friendly creatures with the vermin type within 30 feet of you gain a +1 luck bonus to all saving throws. This bonus increases by +1 for every 5 caster levels you possess.	
Fallen Fey	Natural Dominion (fey-blessing)	Base Talent	Fey-blessing Talents					Choose one of the following creature types: animal, plant, or vermin. As a standard action you may command one creature of that type within 30 feet of you whose CR does not exceed your caster level. If the creature fails a Will save, its disposition toward you increases to helpful for the duration of the fey-blessing. Mindless creatures and creatures of animal intelligence (Intelligence 2 or lower) can be given simple commands as a swift action and will obey your orders even if dangerous or suicidal. Creatures of higher intelligence will fight for you and defend you, but will not obey suicidal orders. You may have multiple instances of this fey-blessing active simultaneously, but you may only command a single creature at a time; attempting to command a new creature, even of a different type, dismisses your influence on any previous creature, returning it to its previous disposition. This is a mind-affecting compulsion that bypasses the type-based immunity to mind-affecting effects granted by the plant and vermin types. A creature that succeeds on its save against this ability becomes immune to that caster’s use of it for 24 hours.	
Fallen Fey	Nature’s Empathy (fey-blessing)	Base Talent	Fey-blessing Talents		[utility]			You may activate the following abilities as fey-blessings:<br>Vermin Empathy: You gain wild empathy as the druid class feature (and treating your caster levels as druid levels for this purpose), but only affecting creatures of the vermin type and bypassing the immunity to mind-affecting effects granted by the vermin type. This ability treats swarms of the vermin type as if they were one creature possessing a single mind.<br>Wild Empathy: You gain wild empathy as the druid class feature, treating your caster levels as druid levels for this purpose. This ability treats swarms of the animal type as if they were one creature possessing a single mind.	
Fallen Fey	Pixie Sticks (fey-blessing)	Base Talent	Fey-blessing Talents	[Jester's HB]			1 spell point	You may activate the following abilities as fey-blessings:<br>Pixie Stick: For the duration of this fey-blessing, you form a mystical bond with any mostly-wooden weapon (such as a club, quarterstaff, or spear) you wield, or mostly-wooden ammunition such as an arrow or bolt from a ranged weapon you use. You gain a +1 insight bonus on attack and damage rolls when using such a weapon or ammunition. This bonus increases by 1 for every 5 caster levels you possess.<br>Stick Pixies: You may spend a spell point to summon a creature of the plant type with a CR of no greater than your caster level/3 as a 1-round action. A creature summoned this way gains the fey subtype, and is treated as a fey in addition to any other types it may possess. The creature appears within 30 feet of you and remains and serves you for the duration of your feylink. The creature obeys your commands, but unless you speak the creature’s language, or are able to speak with plants, only basic communication is possible (attacking an enemy, defending the caster, etc.).<br>The total Hit Dice of plants called at one time cannot exceed your caster level (temporary increases to caster level such as the thaumaturge’s forbidden lore ability or implements of the Fallen Fey sphere do not increase this capacity nor the highest CR creature you may summon). Attempting to summon an additional plant forces you to dismiss a number of existing plants to bring the total under this limit. If a summoned creature expends abilities with a limited use, those abilities are expended for all creatures of the same kind. Likewise, a creature that gains immunity to an ability of a summoned creature gains immunity to that ability originating from all creatures of that type that you summon.<br>Sugar Sticks: You manifest a tube of sugary-sweet pixie dust for the duration of this fey-blessing. You may consume this pixie dust as a swift action, or feed to another willing creature as a standard action. Consuming the pixie dust restores 1 hit point per caster level. A creature cannot consume pixie dust more than once every 10 minutes.<br>The tube replenishes itself as a free action for the duration of the fey-blessing, then disappears when it ends. If the tube is not in your possession at the start of your turn, you can summon it to yourself as a move action as long as you have line of sight to it.	
Fallen Fey	Plant Friend (fey-blessing)	Base Talent	Fey-blessing Talents					You may activate the following abilities as fey-blessings:<br>Arboreal Pacifism: Creatures of the plant type will not attack you or allies within 30 feet of you unless compelled to do so by magical means. This effect is broken for a given creature if you or an ally attacks it.<br>Plant Empathy: You gain wild empathy as the druid class feature (and treating your caster levels as druid levels for this purpose), but only affecting creatures of the plant type and bypassing the immunity to mind-affecting effects granted by the plant type. This ability treats swarms of the plant type as if they were one creature possessing a single mind.<br>Wood Defense: You gain damage reduction equal to caster level against wood. This applies to weapons composed entirely of plant matter (staves, clubs, etc.), the natural attacks or creatures of the plant type, and magical effects manipulating or creating plants (the Pummel option of the (plant) package of the Nature sphere, the wall of thorns spell, etc.).	
Fallen Fey	Saboteur (fey-blessing)	Base Talent	Fey-blessing Talents		[utility]			You become adept at disassembling machinery, reducing even complex devices to trash with shocking speed. You gain a competence bonus on Disable Device checks equal to half your caster level (minimum 1) and treat all devices as being one category simpler for the purposes of determining how long it takes to use Disable Device. Thus, difficult devices count as tricky, tricky devices count as simple, and simple devices can be dismantled as a free action. Additionally, once per round, you may deal bonus damage equal to your caster level on any roll to damage unattended objects.	
Fallen Fey	Shadow Collector (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You may activate the following abilities as fey-blessings:<br>Shadow Reaver: You do not cast a shadow. When you kill a living creature with CR of at least half your Hit Dice that has a shadow, you gain 1 temporary spell point that expires after 1 minute and cast the shadow of that creature until the spell point is lost.<br>Steal Shadow: You may spend a spell point when attempting a Steal attempt against a creature that has a shadow, stealing its shadow instead of any item if successful. Creatures who have their shadows stolen gain 1 temporary negative level and lose 1 spell point. This loss increases by one die size (1d2, 1d3, 1d4, 1d6, etc.) for every five caster levels. Creatures who would be reduced below 1st level instead suffer a -2 penalty to Constitution per negative level. Creatures that possess spell slots instead lose spell slots, based on the level of the slot, as detailed in the Introduction chapter.<br>You gain an equal number of temporary spell points that expire after 1 minute, though cannot gain more spell points than the target loses. These temporary spell points do not stack with spell points from other targets, other instances of this ability, or any other source and expire after one round per caster level. This ability does not grant a way to use spell points to those that lack one.<br>You may restore shadows as a standard action, removing the negative level(s). Shadows are restored automatically at the end of your fey-link, or may be reclaimed by a Steal maneuver at any time or as a standard action with a touch if you are helpless or unconscious.	
Fallen Fey	Snare Setter (fey-blessing)	Base Talent	Fey-blessing Talents					You may make a snare that functions as a magic trap. You may conjure and set a snare as a standard action in a square within close range, which blends with its surroundings (DC 20 + caster level Perception check for a character with the trapfinding ability to locate). One end of the snare is tied in a loop that contracts around one or more of the limbs of any creature stepping inside the circle. The cord-like object tightens around the creature, dealing no damage but causing it to be entangled and preventing it from moving from that space.<br>The snare is magical and can be dispelled as a sphere effect.<br>To escape, a trapped creature must attempt an Escape Artist check or Strength check equal to your sphere DC as a full-round action. The snare has AC and hit points equal to your caster level and hardness equal to half your caster level. A successful escape from the snare breaks the loop and ends the effect, though not the fey-blessing. A snare persists until triggered or until the fey-link ends. Only one snare may be set at a time; setting an additional snare dismisses all previous snares.	
Fallen Fey	Spores (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You may activate the following abilities as fey-blessings:<br>Anxiety Spores: As a swift action or move action, you may coat a weapon, piece of ammunition, or natural weapon you possess with anxiety spores. You may coat those of a willing ally as a move action. The next time that the coated weapon (or piece of ammunition) is used to deal damage to a creature, that creature must succeed on a Fortitude save or be infested with the spores.<br>Anxiety Spores: Disease—injury; save Fort DC (sphere DC); onset 1 round; frequency 1/minute; effect cumulative –1 penalty on saving throws against emotion and fear effects (maximum –5); cure 2 consecutive saves<br>As a standard action, you can spend a spell point to cause mushrooms to erupt from any creature within close range already infected with its anxiety spores. The targeted creature takes 1d2 points of Charisma damage (Fortitude negates) as the growing spores siphon away its emotions. This damage increases by one die size for every 4 caster levels (1d3, 1d4, 1d6, 1d8, etc.). If the affected creature is currently shaken, frightened, or panicked, any creature within 10 feet gains the same condition for 1d4 rounds (Will negates). This is a mind-affecting fear effect.<br>Fungal Snare: You may create and hurl a fungal mass up to 30 feet as a standard action, which explodes in a mass of sticky filaments with a radius of 5 feet + 5 feet per 7 caster levels. Once you do so, you may not use this ability again for 1d4 rounds. All creatures within this area must succeed on a Reflex save or be entangled and unable to move. Breaking free of the entangled condition is a move action, requiring either a Strength check or an Escape Artist check against the effect’s save DC. Additionally, the area counts as difficult terrain for 1 minute per caster level. The filaments may be destroyed by dealing 3 damage per caster level; doing so if sufficient to clear a single 5-foot square. The filaments have vulnerability to fire.	
Fallen Fey	Stone Shape (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You gain a competence bonus on Craft checks equal to your caster level for items primarily composed of stone and may craft such objects as if you had the appropriate tools.<br>As a standard action, you may spend a spell point to turn an adequately sized piece of stone into 50 pieces of ammunition, a suit of armor, a shield, a tool, or a weapon normally primarily composed of wood or metal. Objects created this way have twice their normal weight and weapons gain the fragile quality; this quality is retained even when gaining an enhancement bonus. You must succeed on the appropriate Craft check to make the chosen item as part of this action or else the item gains the broken condition, though you may attempt to shape it again. The item is considered masterwork and, if a weapon or suit of armor, gains an enhancement bonus equal to your caster level/5 (minimum 0).<br>Equipment made this way returns to its original form when your fey-link ends. Using special types of stone imparts the properties of that stone to the shaped object. If using stone taken from a larger piece of stone, the larger stone takes damage equal to the hit points of the item (before enhancement), ignoring hardness and dealing full damage to objects, which can be restored by putting the item back in place and dismissing the effect as a standard action.<br>You can spend a spell point as a standard action to restore 1d6 + caster level hit points to an object made primarily of stone or to a construct composed of stone (such as a stone golem).	
Fallen Fey	Stunning Glance (fey-blessing)	Base Talent	Fey-blessing Talents					You gain the ability to, as a standard action, gaze at a target within 30 feet which must succeed at a Fortitude save or be stunned for one round. Once a creature fails a save vs. this ability, it is immune to your use of it for 24 hours.<br>(This talent has been modified from the original version found in Player’s Guide to Skybourne.)	
Fallen Fey	Summon Fairy (fey-blessing)	Base Talent	Fey-blessing Talents				1 spell point	You may spend a spell point to summon a creature of the fey type with a CR of no greater than your caster level/3 as a 1-round action. The creature appears within 30 feet of you and remains and serves you for as long as you concentrate or for the duration of your fey-link if you spend an additional spell point. The creature obeys your commands, but unless you speak the creature’s language, only basic communication is possible (attacking an enemy, defending the caster, etc.).<br>The total Hit Dice of fey called at one time cannot exceed your caster level (temporary increases to caster level such as the thaumaturge’s forbidden lore ability or implements of the Fallen Fey sphere do not increase this capacity nor the highest CR creature you may summon). Attempting to summon an additional fey forces you to dismiss a number of existing fey to bring the total under this limit. If a summoned creature expends abilities with a limited use, those abilities are expended for all creatures of the same kind. Likewise, a creature that gains immunity to an ability of a summoned creature gains immunity to that ability originating from all creatures of that type that you summon.	The creature appears within 30 feet of you and remains and serves you for as long as you concentrate or for the duration of your fey-link if you spend an additional spell point.
