name	type	system	prerequisites	benefit	normal	special	source	url
Roiling Anger		spheres	Ki pool class feature, rage class feature.	Whenever you spend one or more ki points while raging, you may extend the duration of any rage-like effect you are under by 1 round (such as the rage spell or the Disciple of Chaos’s practiced anger ability) or maintain your barbarian rage without expending a round of rage at the start of your next turn.<br><br>Your ki pool increases by 1. If your rage ability is measured in rounds per day, you can rage for 3 additional rounds per day.<br><br>Note: The barbarian’s rage normally prevents abilities that require “patience or concentration”. Ki powers do not technically require either although some GMs might limit a barbarian from using their ki powers during a rage; if so, the Roiling Anger feat allows you to use ki powers while raging if you could not already.<br><br>Source: Diamond Classes: Disciple of Chaos			Diamond Classes: Disciple of Chaos [3PP]	
Rust to Rust		spheres	Ability to deal negative energy damage	Whenever you use an ability that deals negative energy damage, you may ignore the immunity of constructs and objects.			Baron’s Secluded Library [SM—]	
Shared Magic		spheres		When you use a sphere ability that has an ongoing effect, you may spend a free action to designate an ally within close range as the owner of the ability. That ally gains control of the ability at the beginning of their next turn. The new owner is considered the creator of the spell, and can do whatever the owner can with the spell, including concentrating to maintain it, dismissing it, moving it (if it can be moved), spending spell points on it, or any other effect that can take place after the ability has been created. The new owner must be a spherecaster with a caster level equal to a minimum of half the caster level of the sphere ability they are being given. They use their own concentration and magical skill bonus to maintain the spell, but the sphere ability still uses your caster level.			Spheres of Power/Might (Drop Dead Studios)	
Shoulder To Shoulder		spheres	Grit, luck pool or panache class feature.	When you gain this feat, choose a mandate from the War sphere. You may spend a point of grit, luck or panache to create this mandate between yourself and an adjacent ally as a swift action. This is a supernatural ability. For purposes of this mandate, the attribute that governs the maximum amount of grit, panache or luck you can possess is your casting ability and your base attack bonus is your caster level. The mandate lasts for one minute, or ends immediately if you create another mandate with this ability, fall unconscious, or if you move beyond 60 feet from each other.<br><br>If the person you share the mandate with performs an action that would allow you to regain grit, luck, or panache, then you may regain grit, luck, or panache as if you had performed the action yourself.			Spheres of Power/Might (Drop Dead Studios)	
Solitary Incantation		spheres	5 ranks in any 1 skill.	You may perform an incantation in which you are the primary caster that does not have the requisite number of secondary casters. For every secondary caster omitted from the incantation, the DC of all skill checks associated with the incantation increase by 2.			Spheres of Power/Might (Drop Dead Studios) [HMH]	
Soulfire		spheres	Caster level 5th.	You may accept 2 or more points of Constitution burn as a free action. Doing so grants 1 temporary spell point per 2 points of burn that expires at the end of your turn. If these temporary spell points are spent on a sphere effect that deals damage, half that damage becomes untyped damage and the effect bypasses spell resistance. The number of spell points granted per 2 points of burn increases by +1 every ten character levels. You cannot use this ability if doing so would reduce your Constitution to 0.			Spheres of Power/Might (Drop Dead Studios)	
Special Transport		spheres	Conjuration Sphere, Warp Sphere (Teleport Beacon)	Creatures that are your teleport beacons are considered to be conjuration companions for the purpose of the Link, Otherworldly Audience, Spell Conduit, and Spell-Linked Companion talents. Whenever you summon a companion, you may summon a willing teleport beacon creature in place of a companion.<br><br>Source: Card Casting Bonus Content			Card Casting Bonus Content [3PP]	
Sphere Focus		spheres	Casting class feature.	Choose a sphere. You gain a +1 bonus to saving throw DCs for all abilities from that sphere. You may take this feat multiple times. The effects do not stack. Each time it is gained, apply this benefit to a different sphere.			Spheres of Power/Might (Drop Dead Studios)	
Sphere Virtuoso		spheres	Casting class feature; two or more talents from any sphere that both have the instill, mass, range or strike descriptors.	If you possess two talents from separate spheres that both possess the instill, mass, range, or strike descriptors, you count as possessing all talents of that corresponding type from all spheres that possess such a talent. You must possess the corresponding base sphere before gaining access to any talent, and if such a talent can be taken multiple times, this only counts as possessing the talent once.<br><br>Example: If a character possesses Energy Strike and Cryptic Strike, they would count as possessing all other talents with the strike descriptor. If a character possesses Instill Life and Instill Death, they would count as possessing all other talents with the instill descriptor.			Spheres of Power/Might (Drop Dead Studios)	
Spiteful End		spheres	Death or Fate sphere	Whenever you are rendered helpless or a creature kills you, you can create a single sphere effect with the curse descriptor as an immediate action before you become helpless or are killed. The curse cannot require a time longer than a standard action to use and must target the creature who rendered you helpless or who killed you. If the curse has a range of touch and the attacker is not within your reach, you can deliver it as a ranged touch attack with a range of close.			Baron’s Secluded Library [SM—]	
Superior Salvage		spheres	Any item creation feat, character level 5th.	When salvaging a magic item (see Pathfinder Roleplaying Game: Ultimate Wilderness), you may increase the salvage DC by 5 to yield raw material worth the creation cost of the destroyed item rather than 2/3 the cost of the destroyed item.<br><br>When salvaging an item with a limited number of uses, divide the cost of creating the item by the original number of charges, then multiply by the remaining uses to find the amount of raw material gained. If the item was created at lower than the usual cost, you only gain the actual amount the item cost to create as magical essence. Artifacts and Spellzones cannot be salvaged, nor may this feat be used to salvage costless magic items generated by class abilities. Constructs may be salvaged, but they must be willing (which usually means mindless and under your control), or helpless during the entire process.<br><br>Note: This feat may not be appropriate for all games, and is designed for worlds where magic items and the ability for players to craft them are reasonably commonplace. Thus, it may not be appropriate for all tables and campaigns and is thus usable at GM discretion.			Spheres of Power/Might (Drop Dead Studios) [LotS]	
Sudden Recall		spheres		You may spend a spell point as an immediate action to dismiss any magic effect which you could normally dismiss as a standard action.		If you have the Card Casting drawback, this feat counts as both a Deck feat and a Drawback feat. Additionally, when you dismiss an effect you may return any cards used to create the dismissed effect to your hand (even if you do so as a standard action).<br><br>Source: Expanded Spheres: Cardcaster’s Gamble	Expanded Spheres: Cardcaster’s Gamble [3PP]	
Tenacity		spheres	Judgment class ability.	Whenever you activate a judgment, if you have not previously activated that judgment today, you gain temporary hit points equal to your Hit Dice + your casting ability modifier. These last until you rest and regain uses of your judgment class ability.			Spheres of Power/Might (Drop Dead Studios)	
Terminating Conversion		spheres	At least one metamagic feat	As part of the action to cast a spell, you may dismiss another spell that you have active. If you do, you do not increase the casting time for applying metamagic feats to the new spell.			Baron’s Uncanny Gateway [SM—]	
Termination Clause		spheres	Fleeting Spell.	When you create a magic sphere effect with the Fleeting Spell feat, you may set a condition in the same manner as the Contingency feat. When this condition is triggered, the sphere effect immediately ends as if you had dismissed it. In addition, you may apply the Fleeting Spell feat to permanent (but not instantaneous) magic sphere effects			Spheres of Power/Might (Drop Dead Studios) [DbH]	
Tough As Nails		spheres	Grit, luck, or panache pool.	When you spend a point of your grit, luck, or panache, you gain temporary hit points equal to your character level. These last 1 minute.			Spheres of Power/Might (Drop Dead Studios)	
Transformation		spheres		Choose one (transformation) Alteration sphere talent that does not cost a spell point. If you choose Anthropomorphic Transformation and are humanoid or of a similar makeup, choose another (transformation) or (body) talent to choose traits from for Anthropomorphic Transformation’s effects.<br><br>As a full-round action, you may assume the form of a single creature whose type corresponds to the chosen (transformation) talent. This functions as the Alteration sphere shapeshift sphere effect as a supernatural ability. The same form and appearance is mimicked each time you assume this form (e.g. the same wolf, spider, treant, etc.). The chosen form may be the same as your base size or Medium or Small, applying size change bonuses and penalties as appropriate if your size would change. This transformation lasts until you choose to revert to your original form as a full-round action.<br><br>While in your chosen form, you gain all the abilities granted by your chosen form (movement modes, natural attacks, special abilities, etc.) but do not gain any additional traits from this shapeshift effect. Treat your Hit Dice as your caster level for the purposes of this effect. If an Alteration sphere effect from your chosen form would use your casting ability modifier (and you do not have one), you use your Charisma modifier to determine the effects (such as the save DC of a trait). This is a polymorph effect.<br><br>You gain the shapechanger subtype.		You may gain traits from the Alteration sphere Blank Transformation while under the effects of this feat, even though it is a polymorph effect. This feat counts as possessing the Alteration sphere and the chosen (transformation) talent for the purpose of meeting feat prerequisites. If you possess the Perfect Imitation talent or Shifting Disguise feat, you may make cosmetic changes to your Transformation form per the base Alteration sphere trait.<br><br>Special: This feat may be taken more than once; each time gaining a new form and selecting any Alteration (transformation) talent or other (transformation) or (body) talent if choosing Anthropomorphic transformation.	Spheres of Power/Might (Drop Dead Studios)	
Transformation, Eternal		spheres		This functions as the Transformation feat, save that you may not return to your original form and must always remain in a form selected with the Transformation feat or a hybrid form from the Hybrid Transformation feat (the form selected at the time you take this feat, although you may change this form whenever you select a feat or talent that affects your transformation). Your transformation is not considered a magical effect and cannot be suppressed or removed by any effects which could suppress, remove, or override polymorph effects or magical effects (such as an antimagic field or the true form spell). Unlike the Transformation feat, you do not gain the shapechanger subtype.		This counts as Transformation for the purpose of meeting prerequisites. Abilities that modify the Transformation feat (such as Improved Transformation) may also affect this feat. Whenever you would receive Transformation as a bonus feat, you may instead select Eternal Transformation.<br><br>Note: This doesn't make you immune to other (overriding) polymorphs, it is meant to prevent dispel magic/antimagic/true form/etc from forcing your back to your original form. See the Transformation and Improved Transformation feats for how you can stack a Blank Form effect on top.	Spheres of Power/Might (Drop Dead Studios) [Alienist HB]	
Transformation, Hybrid		spheres	Transformation.	When changing into a form granted by the Transformation feat, you may instead assume a hybrid form, blending your base form and your transformation form. This cannot be used if your transformation form is already similar to your base form, such as a humanoid using Anthropomorphic Transformation.<br><br>When in hybrid form, you gain all limbs, natural attacks, special abilities, and movement modes from your transformation form, but without changing your basic shape nor melding your equipment. You may choose to retain limbs and movement speeds from your base form if your transformation form lacks them or has lesser versions, such as a humanoid keeping arms when assuming a hybrid form based on Serpentine Transformation or Vermin Transformation, adding legs to Aquan Transformation, or a winged creature retaining its wings under Animalistic Transformation.<br><br>If your transformation would grant you additional legs, you may instead gain them as arms, although they do not grant any additional attacks, are not strong enough to gain any natural attacks, and may not assist in wielding weapons, activate magic items, or wield a shield. They may hold items and as a swift action you can use them to draw a sheathed or hidden weapon, don a shield, retrieve a stored item, load a crossbow, open a door, pick up an unattended item, sheathe or store an item, or take other non-offensive actions involving manipulating objects. Items do not automatically merge with the new form if it is capable of wearing them, but the size of the items does not change if they do not resize on their own.		Traits granted from the Improved Transformation feat apply to both your base transformation form and your hybrid form.	Spheres of Power/Might (Drop Dead Studios)	
Transformation, Improved		spheres	Transformation, character level 5th.	Choose one trait for every 5 character levels you possess (minimum 1) from the Blank Transformation ability of the Alteration sphere, from the talent chosen for the Transformation feat, another Alteration sphere talent you possess, or another trait deemed appropriate to the form selected for your Transformation feat by the GM. You may not select a trait that carries an additional spell point cost. You gain one set of traits for each instance of the Transformation feat that you possess. Once selected, these traits and their specific manifestations cannot be changed. You may take the Perfect Imitation talent or the Retain Ability talent in place of a trait and may apply them to your Transformation form. Additionally, the time required to change shape with the Transformation feat is reduced to a swift action.		Traits gained from this feat count against the maximum number of traits you may receive from the shapeshift ability of the Alteration sphere. You may choose to suppress one or more traits granted by this ability when you assume a particular Transformation form. Alternatively, you may choose to gain one or more traits from a particular set without the base form.	Spheres of Power/Might (Drop Dead Studios)	
Triage		spheres	Heal 1 rank; casting class feature or ki pool class feature	You may spend a spell point or ki point to treat deadly wounds on a creature as a full-round action as per the Heal skill. You may do this even if the creature that has already received such treatment that day.			Spheres of Power/Might (Drop Dead Studios)	
Versed Student		spheres		Choose a class you have levels in. For the purpose of determining class features selected individually at advancing levels you may select (such as alchemist discoveries, shifter bestial traits, striker arts, and witch hexes), you treat your level in that class as 4 higher, to a maximum of your character level. For example, a character with 4 levels in mageknight and 6 levels in shifter who has selected shifter with this feat may select bestial traits as if they were a 10th-level shifter (although they would have a total of three bestial traits, not 5). This does not include advanced rogue talents, grand hexes, and other such abilities which would normally only be selectable starting at higher levels unless you already have access to such abilities from one of your classes. This feat does not grant any such abilities when it is taken, nor does it cause levels in any class to count as levels in other classes for the purpose of determining the effects of class abilities.		You may select this feat multiple times. The effects of this feat stack if applied to the same class multiple times.	Spheres of Power/Might (Drop Dead Studios) [Origin]	
Vigilant Skeptic		spheres	Perception 5 ranks and Sense Motive 5 ranks; or Alertness.	You are automatically treated as interacting with any figments you come within 5 feet of, increasing by an additional 5 feet per 2 ranks you have in Perception. As a full-round action you may interact with all figments within 30 feet. You get a +1 bonus to Perception and Sense Motive checks per 2 character levels against targets benefiting from glamers.			Spheres of Power/Might (Drop Dead Studios)	
Vital Magic		spheres	Fervor or lay on hands class feature.	You may spend 1 spell point as a free action to regain 1 use of your fervor or lay on hands ability.			Spheres of Power/Might (Drop Dead Studios)	
Wand Charger		spheres	Craft Spell Engine, caster level 4th.	When recharging a spell engine, you may spend a number of spell points not exceeding half your caster level, restoring an equal number of spell points to the spell engine.<br><br>You may not exceed the spell engine’s maximum charges this way. You may recharge a spell engine more than once a day with this ability, but the total transferred spell points cannot exceed half your caster level. Additionally, you may count your caster level as 4 higher when determining what spell engines you can recharge.			Spheres of Power/Might (Drop Dead Studios)	
Wand Wielder		spheres	Caster level 10th.	When wielding a spell engine, use your caster level in place of the spell engine’s caster level (if it is higher) when calculating its abilities.			Spheres of Power/Might (Drop Dead Studios)	
